Location,Humidity3pm,Pressure3pm,RainTomorrow
MelbourneAirport,63,1021.5,No
MelbourneAirport,57,1020.9,No
MelbourneAirport,38,1017.3,No
MelbourneAirport,35,1014.9,No
MelbourneAirport,42,1011.9,Yes
MelbourneAirport,50,1009.1,No
MelbourneAirport,65,1017.6,No
MelbourneAirport,52,1011.8,No
MelbourneAirport,64,1006.9,Yes
MelbourneAirport,42,1010,No
MelbourneAirport,60,1019.1,No
MelbourneAirport,57,1024.3,No
MelbourneAirport,56,1022.9,No
MelbourneAirport,67,1024.2,No
MelbourneAirport,33,1022.3,No
MelbourneAirport,32,1022.7,No
MelbourneAirport,36,1022.3,No
MelbourneAirport,38,1021,No
MelbourneAirport,39,1017.4,No
MelbourneAirport,64,1019.1,No
MelbourneAirport,34,1017.3,No
MelbourneAirport,55,1011.9,No
MelbourneAirport,52,1006.2,No
MelbourneAirport,51,1019.8,No
MelbourneAirport,40,1021.4,No
MelbourneAirport,75,1017.5,Yes
MelbourneAirport,60,1016.1,Yes
MelbourneAirport,64,1021.1,No
MelbourneAirport,67,1026.6,No
MelbourneAirport,47,1021.8,No
MelbourneAirport,51,1025.3,No
MelbourneAirport,40,1019.2,No
MelbourneAirport,29,1007,Yes
MelbourneAirport,45,1015.6,Yes
MelbourneAirport,47,1020.8,No
MelbourneAirport,57,1018.5,Yes
MelbourneAirport,54,1020.3,No
MelbourneAirport,44,1018,No
MelbourneAirport,55,1011.6,Yes
MelbourneAirport,46,1015.5,No
MelbourneAirport,65,1023.5,No
MelbourneAirport,88,1023.3,Yes
MelbourneAirport,69,1019.8,No
MelbourneAirport,55,1018.2,No
MelbourneAirport,62,1018.9,No
MelbourneAirport,56,1019.2,No
MelbourneAirport,40,1020.1,No
MelbourneAirport,38,1021.8,No
MelbourneAirport,45,1020.8,No
MelbourneAirport,55,1022.1,No
MelbourneAirport,50,1021.7,No
MelbourneAirport,34,1018,No
MelbourneAirport,88,1012,Yes
MelbourneAirport,96,1005.6,Yes
MelbourneAirport,61,1011.3,No
MelbourneAirport,74,1016.7,No
MelbourneAirport,70,1012.2,Yes
MelbourneAirport,83,1004.8,No
MelbourneAirport,68,1013.2,No
MelbourneAirport,67,1016.9,No
MelbourneAirport,56,1017.3,No
MelbourneAirport,51,1022.3,No
MelbourneAirport,65,1025.4,No
MelbourneAirport,85,1022.1,No
MelbourneAirport,77,1018,Yes
MelbourneAirport,67,1023.9,Yes
MelbourneAirport,65,1024.9,No
MelbourneAirport,49,1017.1,Yes
MelbourneAirport,83,1009.9,Yes
MelbourneAirport,68,1021.3,No
MelbourneAirport,92,1021,Yes
MelbourneAirport,69,1026.8,No
MelbourneAirport,73,1032.1,No
MelbourneAirport,51,1031.9,No
MelbourneAirport,51,1027.6,No
MelbourneAirport,79,1016.3,No
MelbourneAirport,57,1007.2,Yes
MelbourneAirport,76,1013.8,No
MelbourneAirport,54,1018.8,No
MelbourneAirport,80,1027,Yes
MelbourneAirport,52,1034.4,No
MelbourneAirport,66,1035.9,No
MelbourneAirport,54,1031.7,No
MelbourneAirport,65,1020.9,Yes
MelbourneAirport,91,1015.5,Yes
MelbourneAirport,70,1023.1,No
MelbourneAirport,64,1022.9,No
MelbourneAirport,51,1016,No
MelbourneAirport,74,1014.6,Yes
MelbourneAirport,59,1016.7,No
MelbourneAirport,67,1022.8,No
MelbourneAirport,62,1022.8,No
MelbourneAirport,66,1030.3,No
MelbourneAirport,65,1028.8,No
MelbourneAirport,58,1023.1,No
MelbourneAirport,48,1021.1,No
MelbourneAirport,89,1026.5,No
MelbourneAirport,60,1027.8,No
MelbourneAirport,53,1026.5,No
MelbourneAirport,78,1012.7,No
MelbourneAirport,54,1017.4,No
MelbourneAirport,57,1019.5,No
MelbourneAirport,74,1002.6,Yes
MelbourneAirport,67,1003.1,Yes
MelbourneAirport,68,1022.7,No
MelbourneAirport,54,1026.5,No
MelbourneAirport,69,1023.6,No
MelbourneAirport,57,1015.6,Yes
MelbourneAirport,50,1019.8,No
MelbourneAirport,88,1023.8,Yes
MelbourneAirport,68,1029,No
MelbourneAirport,80,1032.3,Yes
MelbourneAirport,75,1033.8,No
MelbourneAirport,81,1030.6,No
MelbourneAirport,74,1030.9,No
MelbourneAirport,49,1035.1,No
MelbourneAirport,65,1032.2,No
MelbourneAirport,73,1022.1,Yes
MelbourneAirport,74,1013.4,No
MelbourneAirport,63,1009.5,No
MelbourneAirport,40,1013.3,Yes
MelbourneAirport,47,1013,Yes
MelbourneAirport,66,1025.2,Yes
MelbourneAirport,67,1022.8,No
MelbourneAirport,74,1014.3,Yes
MelbourneAirport,50,1019.1,Yes
MelbourneAirport,57,1024.1,No
MelbourneAirport,51,1021.8,No
MelbourneAirport,52,1016.5,No
MelbourneAirport,43,1019,Yes
MelbourneAirport,88,1010.2,Yes
MelbourneAirport,83,998.4,Yes
MelbourneAirport,75,1013.3,Yes
MelbourneAirport,64,1013.6,No
MelbourneAirport,61,1000.3,No
MelbourneAirport,70,1002.2,Yes
MelbourneAirport,65,1015.3,No
MelbourneAirport,53,1019.4,No
MelbourneAirport,87,1000.4,No
MelbourneAirport,46,1004.2,Yes
MelbourneAirport,52,1010.8,No
MelbourneAirport,43,1015.7,No
MelbourneAirport,39,1018.1,No
MelbourneAirport,46,1011.1,No
MelbourneAirport,52,1003.6,Yes
MelbourneAirport,62,999.7,No
MelbourneAirport,60,999.2,Yes
MelbourneAirport,89,1013.7,Yes
MelbourneAirport,69,1025.2,No
MelbourneAirport,52,1027.8,No
MelbourneAirport,39,1024.1,No
MelbourneAirport,67,1015.1,Yes
MelbourneAirport,85,1014.6,Yes
MelbourneAirport,54,1021.5,No
MelbourneAirport,64,1016,Yes
MelbourneAirport,73,990.3,Yes
MelbourneAirport,53,1012,No
MelbourneAirport,55,1019.3,Yes
MelbourneAirport,52,1025.5,No
MelbourneAirport,44,1020,No
MelbourneAirport,61,1006.2,Yes
MelbourneAirport,90,1006.5,Yes
MelbourneAirport,47,1017.6,No
MelbourneAirport,56,1015.2,No
MelbourneAirport,71,1015.9,No
MelbourneAirport,45,1014.1,No
MelbourneAirport,92,1014.7,Yes
MelbourneAirport,59,1018.2,No
MelbourneAirport,55,1023.6,No
MelbourneAirport,66,1020,Yes
MelbourneAirport,60,1022.9,No
MelbourneAirport,76,1026.7,No
MelbourneAirport,63,1028.4,No
MelbourneAirport,67,1026.8,No
MelbourneAirport,57,1025.6,No
MelbourneAirport,59,1019.1,No
MelbourneAirport,47,1014.5,No
MelbourneAirport,41,1015.1,No
MelbourneAirport,84,1011.5,Yes
MelbourneAirport,59,1015,No
MelbourneAirport,53,1023.5,No
MelbourneAirport,41,1024.3,No
MelbourneAirport,37,1025.7,No
MelbourneAirport,38,1025.1,No
MelbourneAirport,43,1024.5,No
MelbourneAirport,49,1018.1,No
MelbourneAirport,57,1020.7,No
MelbourneAirport,71,1012.1,Yes
MelbourneAirport,40,1023.3,No
MelbourneAirport,72,1026.1,No
MelbourneAirport,56,1026.4,No
MelbourneAirport,41,1027.2,No
MelbourneAirport,42,1025.6,No
MelbourneAirport,58,1020,Yes
MelbourneAirport,97,1015.3,Yes
MelbourneAirport,44,1006.7,Yes
MelbourneAirport,90,992.7,Yes
MelbourneAirport,58,1009,No
MelbourneAirport,55,1015.7,No
MelbourneAirport,54,1020.4,No
MelbourneAirport,48,1027.9,No
MelbourneAirport,35,1026.2,No
MelbourneAirport,40,1019.8,No
MelbourneAirport,31,1013.7,Yes
MelbourneAirport,62,1020.1,No
MelbourneAirport,48,1022.8,No
MelbourneAirport,35,1018,No
MelbourneAirport,46,1014.9,Yes
MelbourneAirport,53,1020.2,No
MelbourneAirport,40,1016.6,No
MelbourneAirport,43,1009.4,No
MelbourneAirport,98,1006.4,Yes
MelbourneAirport,62,1012.4,Yes
MelbourneAirport,56,1017.4,No
MelbourneAirport,65,1017.1,Yes
MelbourneAirport,64,1021.4,Yes
MelbourneAirport,52,1023.2,No
MelbourneAirport,41,1021.5,No
MelbourneAirport,40,1018.4,No
MelbourneAirport,51,1009.3,No
MelbourneAirport,40,1014.4,No
MelbourneAirport,33,1019.9,No
MelbourneAirport,31,1016,No
MelbourneAirport,36,1008,No
MelbourneAirport,49,1004.7,Yes
MelbourneAirport,96,1015.3,Yes
MelbourneAirport,75,1013.9,No
MelbourneAirport,67,1015,No
MelbourneAirport,51,1016,No
MelbourneAirport,39,1014.8,No
MelbourneAirport,86,1018.1,No
MelbourneAirport,51,1024.5,No
MelbourneAirport,55,1022.8,No
MelbourneAirport,61,1021.5,No
MelbourneAirport,26,1017.5,No
MelbourneAirport,32,1017.8,No
MelbourneAirport,42,1016.5,Yes
MelbourneAirport,87,1016.7,Yes
MelbourneAirport,71,1013.8,Yes
MelbourneAirport,86,1008.2,Yes
MelbourneAirport,67,1015.6,No
MelbourneAirport,60,1015.6,No
MelbourneAirport,56,1015.2,No
MelbourneAirport,54,1013.5,Yes
MelbourneAirport,81,1013.6,Yes
MelbourneAirport,45,1009.5,No
MelbourneAirport,42,1009.1,No
MelbourneAirport,51,1010.8,No
MelbourneAirport,55,1008.4,No
MelbourneAirport,81,1006,Yes
MelbourneAirport,70,1003.5,Yes
MelbourneAirport,54,1007.2,No
MelbourneAirport,36,1008.9,No
MelbourneAirport,49,1001.4,Yes
MelbourneAirport,75,1007.1,No
MelbourneAirport,42,1014.4,No
MelbourneAirport,39,1010.9,No
MelbourneAirport,42,1004.1,No
MelbourneAirport,38,1006.8,No
MelbourneAirport,35,999.8,Yes
MelbourneAirport,45,1002.5,No
MelbourneAirport,49,994.1,Yes
MelbourneAirport,39,1005.3,Yes
MelbourneAirport,55,1013.2,No
MelbourneAirport,34,1015.9,No
MelbourneAirport,48,1024.4,No
MelbourneAirport,44,1019.9,No
MelbourneAirport,65,1009.7,No
MelbourneAirport,71,1008.1,No
MelbourneAirport,49,1013.9,No
MelbourneAirport,41,1015.7,No
MelbourneAirport,45,1013.9,No
MelbourneAirport,48,1016.3,No
MelbourneAirport,11,1005.7,No
MelbourneAirport,43,1010.6,No
MelbourneAirport,43,1016.3,No
MelbourneAirport,43,1016.4,No
MelbourneAirport,47,1011.1,No
MelbourneAirport,53,1010.3,No
MelbourneAirport,39,1007.4,No
MelbourneAirport,32,1008.2,No
MelbourneAirport,31,1007.4,Yes
MelbourneAirport,66,1018.3,No
MelbourneAirport,80,1013.1,Yes
MelbourneAirport,88,1009.2,Yes
MelbourneAirport,83,1002.9,Yes
MelbourneAirport,93,1004.7,Yes
MelbourneAirport,67,1004.3,Yes
MelbourneAirport,55,1008.8,No
MelbourneAirport,68,1007.2,No
MelbourneAirport,50,1008,No
MelbourneAirport,54,1010.4,No
MelbourneAirport,56,1013.5,No
MelbourneAirport,25,1009.6,No
MelbourneAirport,47,1010.6,No
MelbourneAirport,63,1012.4,No
MelbourneAirport,55,1006.3,Yes
MelbourneAirport,60,1006.4,No
MelbourneAirport,29,1006.3,Yes
MelbourneAirport,71,1016,No
MelbourneAirport,48,1017.1,No
MelbourneAirport,46,1021.2,No
MelbourneAirport,32,1017.7,No
MelbourneAirport,19,1013.5,No
MelbourneAirport,64,1011.7,No
MelbourneAirport,19,1002.7,No
MelbourneAirport,52,1008.8,No
MelbourneAirport,62,1013.9,Yes
MelbourneAirport,89,1007.5,Yes
MelbourneAirport,86,1007.3,Yes
MelbourneAirport,46,1024.1,No
MelbourneAirport,47,1023.9,No
MelbourneAirport,53,1022.7,No
MelbourneAirport,45,1019.7,No
MelbourneAirport,56,1013.7,Yes
MelbourneAirport,90,1010.4,Yes
MelbourneAirport,50,1019.8,No
MelbourneAirport,50,1023,No
MelbourneAirport,56,1022.6,No
MelbourneAirport,44,1018.5,No
MelbourneAirport,51,1013.8,No
MelbourneAirport,56,1012.9,No
MelbourneAirport,54,1010.9,Yes
MelbourneAirport,49,1003.5,No
MelbourneAirport,48,1013.2,No
MelbourneAirport,52,1020.6,No
MelbourneAirport,54,1025.5,No
MelbourneAirport,56,1023,No
MelbourneAirport,57,1017,No
MelbourneAirport,59,1013.8,No
MelbourneAirport,48,1007.5,Yes
MelbourneAirport,87,1011.3,No
MelbourneAirport,90,1008.4,Yes
MelbourneAirport,48,1014,No
MelbourneAirport,48,1015.9,No
MelbourneAirport,51,1013.3,No
MelbourneAirport,73,1017.4,No
MelbourneAirport,41,1022.2,No
MelbourneAirport,34,1022.3,No
MelbourneAirport,35,1016.2,No
MelbourneAirport,46,1010.5,No
MelbourneAirport,75,1011.7,Yes
MelbourneAirport,76,1015.6,No
MelbourneAirport,59,1015.1,No
MelbourneAirport,53,1015.6,No
MelbourneAirport,55,1015.7,Yes
MelbourneAirport,55,1023.3,No
MelbourneAirport,50,1017.2,No
MelbourneAirport,51,1021.2,No
MelbourneAirport,50,1021.5,No
MelbourneAirport,53,1017.7,No
MelbourneAirport,55,1013.1,No
MelbourneAirport,39,1008,No
MelbourneAirport,62,1003.8,No
MelbourneAirport,68,1001.6,No
MelbourneAirport,44,1002.6,Yes
MelbourneAirport,85,1004.8,Yes
MelbourneAirport,51,1018.3,No
MelbourneAirport,66,1024.5,No
MelbourneAirport,61,1025.8,No
MelbourneAirport,42,1024.4,No
MelbourneAirport,27,1018.3,No
MelbourneAirport,55,1018.7,No
MelbourneAirport,41,1026.8,No
MelbourneAirport,73,1017.2,Yes
MelbourneAirport,61,1017.4,No
MelbourneAirport,77,1018.4,No
MelbourneAirport,67,1020.4,Yes
MelbourneAirport,61,1025.9,No
MelbourneAirport,56,1022.9,No
MelbourneAirport,54,1015.5,No
MelbourneAirport,67,1015.8,Yes
MelbourneAirport,55,1021.4,No
MelbourneAirport,48,1015.5,No
MelbourneAirport,66,1009.5,No
MelbourneAirport,78,1010.5,Yes
MelbourneAirport,80,1011.6,Yes
MelbourneAirport,68,1024.7,No
MelbourneAirport,63,1031,No
MelbourneAirport,60,1030.3,No
MelbourneAirport,64,1028.9,No
MelbourneAirport,55,1027.7,No
MelbourneAirport,48,1026.9,No
MelbourneAirport,49,1022.8,No
MelbourneAirport,42,1017.5,No
MelbourneAirport,70,1006.3,Yes
MelbourneAirport,96,1001.9,Yes
MelbourneAirport,59,1013,Yes
MelbourneAirport,66,1020.1,No
MelbourneAirport,83,1019,Yes
MelbourneAirport,68,1020.6,No
MelbourneAirport,76,1023.8,No
MelbourneAirport,76,1025.2,No
MelbourneAirport,63,1025.8,No
MelbourneAirport,58,1022.9,No
MelbourneAirport,50,1025.9,No
MelbourneAirport,52,1021.8,No
MelbourneAirport,63,1013.9,No
MelbourneAirport,41,1015.4,No
MelbourneAirport,36,1009.7,Yes
MelbourneAirport,58,1018.6,No
MelbourneAirport,71,1014.2,Yes
MelbourneAirport,68,1019.3,Yes
MelbourneAirport,70,1020.8,No
MelbourneAirport,64,1024.7,No
MelbourneAirport,68,1029.5,No
MelbourneAirport,66,1029.1,No
MelbourneAirport,64,1027.5,No
MelbourneAirport,72,1027.4,No
MelbourneAirport,58,1025.6,No
MelbourneAirport,64,1017,No
MelbourneAirport,77,1011.3,No
MelbourneAirport,69,1014,No
MelbourneAirport,65,1010,No
MelbourneAirport,56,1004.2,Yes
MelbourneAirport,77,1002.9,No
MelbourneAirport,65,1009.5,No
MelbourneAirport,74,1019.9,No
MelbourneAirport,62,1025.9,No
MelbourneAirport,60,1026,No
MelbourneAirport,58,1021.7,No
MelbourneAirport,57,1029.5,No
MelbourneAirport,63,1033.5,No
MelbourneAirport,47,1034.4,No
MelbourneAirport,52,1033.2,No
MelbourneAirport,51,1026.7,No
MelbourneAirport,52,1016.7,No
MelbourneAirport,79,1010.8,No
MelbourneAirport,54,1003.5,No
MelbourneAirport,57,1005.9,No
MelbourneAirport,65,1002.2,Yes
MelbourneAirport,56,1019.8,No
MelbourneAirport,56,1021.6,No
MelbourneAirport,50,1018.5,No
MelbourneAirport,90,1010.6,Yes
MelbourneAirport,60,1023.4,No
MelbourneAirport,52,1020.8,No
MelbourneAirport,69,1019.4,Yes
MelbourneAirport,64,1031.4,No
MelbourneAirport,51,1033.8,No
MelbourneAirport,50,1025.1,No
MelbourneAirport,82,1017.7,Yes
MelbourneAirport,63,1017.3,No
MelbourneAirport,78,1023.3,Yes
MelbourneAirport,75,1026.8,No
MelbourneAirport,83,1023.3,No
MelbourneAirport,58,1023.4,No
MelbourneAirport,69,1021.4,Yes
MelbourneAirport,84,1014.9,Yes
MelbourneAirport,67,1015.5,Yes
MelbourneAirport,60,1023.8,No
MelbourneAirport,47,1027.1,No
MelbourneAirport,39,1023.7,No
MelbourneAirport,44,1021.8,No
MelbourneAirport,48,1015.1,No
MelbourneAirport,55,1016.1,No
MelbourneAirport,54,1014.1,No
MelbourneAirport,50,1014.3,No
MelbourneAirport,39,1014.1,No
MelbourneAirport,48,1017.5,No
MelbourneAirport,56,1017.8,No
MelbourneAirport,66,1014.3,Yes
MelbourneAirport,63,1012.1,No
MelbourneAirport,62,1010.3,No
MelbourneAirport,78,1006.3,Yes
MelbourneAirport,92,1009.1,Yes
MelbourneAirport,67,1017,No
MelbourneAirport,58,1020.8,No
MelbourneAirport,77,1023,No
MelbourneAirport,53,1023.3,No
MelbourneAirport,77,1019.8,Yes
MelbourneAirport,48,1013.4,No
MelbourneAirport,86,1004,Yes
MelbourneAirport,68,1007.6,No
MelbourneAirport,73,1024.3,No
MelbourneAirport,58,1030.4,No
MelbourneAirport,37,1034.8,No
MelbourneAirport,40,1035.9,No
MelbourneAirport,42,1031.2,No
MelbourneAirport,38,1024.8,No
MelbourneAirport,56,1018.6,No
MelbourneAirport,39,1023.4,No
MelbourneAirport,35,1019.9,No
MelbourneAirport,39,1015.4,No
MelbourneAirport,62,1020.2,No
MelbourneAirport,47,1024.2,No
MelbourneAirport,53,1024.5,No
MelbourneAirport,54,1025.3,No
MelbourneAirport,38,1024,No
MelbourneAirport,43,1018.7,No
MelbourneAirport,73,1019.4,No
MelbourneAirport,30,1017.7,No
MelbourneAirport,43,1012.9,No
MelbourneAirport,35,1019.9,No
MelbourneAirport,47,1019.2,Yes
MelbourneAirport,65,1016,Yes
MelbourneAirport,64,1016.7,Yes
MelbourneAirport,63,1018.8,No
MelbourneAirport,44,1024.4,No
MelbourneAirport,39,1019.1,No
MelbourneAirport,38,1020,No
MelbourneAirport,46,1019.9,No
MelbourneAirport,42,1013.9,No
MelbourneAirport,38,1005.9,No
MelbourneAirport,54,1017.1,No
MelbourneAirport,26,1000.9,Yes
MelbourneAirport,44,1011.1,No
MelbourneAirport,37,1018.3,No
MelbourneAirport,27,1011.2,No
MelbourneAirport,47,1021.9,No
MelbourneAirport,45,1021.9,No
MelbourneAirport,36,1022.3,No
MelbourneAirport,33,1018.7,No
MelbourneAirport,43,1011,No
MelbourneAirport,78,997.8,Yes
MelbourneAirport,59,994.1,Yes
MelbourneAirport,72,1001.7,Yes
MelbourneAirport,91,1012.4,Yes
MelbourneAirport,52,1021.7,No
MelbourneAirport,43,1023,No
MelbourneAirport,37,1021.3,No
MelbourneAirport,46,1014.4,No
MelbourneAirport,59,1012.7,No
MelbourneAirport,87,1011.3,Yes
MelbourneAirport,79,1011.6,Yes
MelbourneAirport,46,1010.7,No
MelbourneAirport,67,1009.5,Yes
MelbourneAirport,43,1013.6,No
MelbourneAirport,57,1020,No
MelbourneAirport,41,1017.7,No
MelbourneAirport,43,1010.7,No
MelbourneAirport,55,1007.4,Yes
MelbourneAirport,28,1022.2,No
MelbourneAirport,37,1032.7,No
MelbourneAirport,28,1028.2,No
MelbourneAirport,32,1023.1,No
MelbourneAirport,37,1019.3,Yes
MelbourneAirport,97,1024.4,Yes
MelbourneAirport,77,1022.2,Yes
MelbourneAirport,33,1014.1,No
MelbourneAirport,95,1011.7,Yes
MelbourneAirport,65,1017.5,No
MelbourneAirport,50,1020.5,No
MelbourneAirport,33,1017.4,No
MelbourneAirport,52,1006.4,Yes
MelbourneAirport,44,1010.9,No
MelbourneAirport,77,1020.7,Yes
MelbourneAirport,64,1025.3,No
MelbourneAirport,65,1019.5,No
MelbourneAirport,78,1014.8,Yes
MelbourneAirport,61,1016.9,No
MelbourneAirport,60,1018.7,No
MelbourneAirport,30,1011.6,No
MelbourneAirport,52,1007.6,No
MelbourneAirport,47,1009.8,Yes
MelbourneAirport,52,1009.6,No
MelbourneAirport,51,1005.2,Yes
MelbourneAirport,35,1016,No
MelbourneAirport,40,1020.4,No
MelbourneAirport,49,1017.2,No
MelbourneAirport,37,1011.2,No
MelbourneAirport,44,1009,No
MelbourneAirport,31,1013,Yes
MelbourneAirport,39,1019.7,No
MelbourneAirport,38,1014.6,No
MelbourneAirport,27,1008.8,Yes
MelbourneAirport,95,1011.3,Yes
MelbourneAirport,35,1013.7,No
MelbourneAirport,42,1015.2,No
MelbourneAirport,62,1011.2,No
MelbourneAirport,47,1023.1,No
MelbourneAirport,35,1022.8,No
MelbourneAirport,64,1016.5,Yes
MelbourneAirport,77,1002.7,Yes
MelbourneAirport,59,1011.9,No
MelbourneAirport,64,1012.2,No
MelbourneAirport,23,1004.7,No
MelbourneAirport,75,1015.7,No
MelbourneAirport,60,1025.3,No
MelbourneAirport,52,1022.3,No
MelbourneAirport,50,1018.7,No
MelbourneAirport,55,1022.9,No
MelbourneAirport,37,1019.6,No
MelbourneAirport,36,1015.2,No
MelbourneAirport,33,1010.4,No
MelbourneAirport,22,1008.2,No
MelbourneAirport,26,1008.3,No
MelbourneAirport,46,1003.9,Yes
MelbourneAirport,61,1007.5,No
MelbourneAirport,46,1009.7,No
MelbourneAirport,43,1015.6,No
MelbourneAirport,46,1017.9,No
MelbourneAirport,50,1017,No
MelbourneAirport,45,1016.2,No
MelbourneAirport,31,1013.9,No
MelbourneAirport,62,1006.5,Yes
MelbourneAirport,52,1008,No
MelbourneAirport,56,1017.1,No
MelbourneAirport,56,1015.9,No
MelbourneAirport,47,1013.6,No
MelbourneAirport,40,1009.9,No
MelbourneAirport,59,1009.9,Yes
MelbourneAirport,45,1002.1,Yes
MelbourneAirport,76,1009.3,No
MelbourneAirport,50,1014.2,No
MelbourneAirport,46,1015.7,No
MelbourneAirport,57,1017.8,No
MelbourneAirport,38,1017,No
MelbourneAirport,25,1014.5,No
MelbourneAirport,36,1011.9,No
MelbourneAirport,14,1010.3,No
MelbourneAirport,39,1011.7,No
MelbourneAirport,46,1019.1,No
MelbourneAirport,39,1017.4,No
MelbourneAirport,40,1014.9,No
MelbourneAirport,23,1005.4,Yes
MelbourneAirport,23,1000,No
MelbourneAirport,33,1008.8,No
MelbourneAirport,40,1010.1,No
MelbourneAirport,35,1013.1,No
MelbourneAirport,60,1019.7,No
MelbourneAirport,44,1019.2,No
MelbourneAirport,51,1019.7,No
MelbourneAirport,48,1018.4,No
MelbourneAirport,24,1015.2,No
MelbourneAirport,26,1013.2,No
MelbourneAirport,62,1015.7,No
MelbourneAirport,49,1018.4,No
MelbourneAirport,68,1016.4,No
MelbourneAirport,66,1016.3,No
MelbourneAirport,34,1018.1,No
MelbourneAirport,26,1016.8,No
MelbourneAirport,17,1012.9,No
MelbourneAirport,45,1013.9,No
MelbourneAirport,49,1017.1,No
MelbourneAirport,38,1013.8,No
MelbourneAirport,43,1009.5,No
MelbourneAirport,32,1001.5,Yes
MelbourneAirport,46,991.1,Yes
MelbourneAirport,42,1015.8,No
MelbourneAirport,34,1014.2,No
MelbourneAirport,36,1009.1,No
MelbourneAirport,40,1005.5,No
MelbourneAirport,17,1000.2,No
MelbourneAirport,39,992.4,Yes
MelbourneAirport,31,1006.6,No
MelbourneAirport,49,1011.5,No
MelbourneAirport,42,1014.5,No
MelbourneAirport,32,1010.9,No
MelbourneAirport,46,1010,Yes
MelbourneAirport,67,1013.6,Yes
MelbourneAirport,52,1016.1,No
MelbourneAirport,57,1018.6,No
MelbourneAirport,41,1017.1,No
MelbourneAirport,19,1013.4,No
MelbourneAirport,60,1011.8,Yes
MelbourneAirport,71,1016.4,No
MelbourneAirport,57,1015.4,No
MelbourneAirport,37,1012.2,No
MelbourneAirport,80,1015,No
MelbourneAirport,54,1014.4,No
MelbourneAirport,49,1015.8,No
MelbourneAirport,48,1018.5,No
MelbourneAirport,12,1018,No
MelbourneAirport,16,1015.5,No
MelbourneAirport,45,1010,Yes
MelbourneAirport,93,1012.1,Yes
MelbourneAirport,75,1015.5,No
MelbourneAirport,58,1012.2,Yes
MelbourneAirport,79,1008.3,Yes
MelbourneAirport,50,1013.3,No
MelbourneAirport,95,1010.8,Yes
MelbourneAirport,42,1008.2,No
MelbourneAirport,62,1019.1,No
MelbourneAirport,53,1022.7,No
MelbourneAirport,38,1026.1,No
MelbourneAirport,58,1017.4,No
MelbourneAirport,43,1011.6,No
MelbourneAirport,43,1018.2,No
MelbourneAirport,48,1019.1,No
MelbourneAirport,47,1018.9,No
MelbourneAirport,26,1014.9,No
MelbourneAirport,43,1011.6,Yes
MelbourneAirport,71,1007.9,Yes
MelbourneAirport,56,1009.5,Yes
MelbourneAirport,56,1019.6,No
MelbourneAirport,57,1023.9,No
MelbourneAirport,41,1020.2,No
MelbourneAirport,44,1009.8,No
MelbourneAirport,43,1008.2,Yes
MelbourneAirport,42,1007.4,No
MelbourneAirport,30,1006.7,No
MelbourneAirport,46,1016.6,No
MelbourneAirport,54,1022.6,No
MelbourneAirport,52,1022.3,No
MelbourneAirport,60,1022.9,No
MelbourneAirport,37,1018.4,No
MelbourneAirport,46,1016.6,No
MelbourneAirport,40,1013.7,No
MelbourneAirport,37,1012.3,No
MelbourneAirport,52,1017.6,No
MelbourneAirport,39,1012,No
MelbourneAirport,56,1013.2,No
MelbourneAirport,42,1014.5,No
MelbourneAirport,46,1016.8,No
MelbourneAirport,45,1009.1,Yes
MelbourneAirport,38,1020.9,No
MelbourneAirport,35,1015.7,No
MelbourneAirport,47,1021.4,Yes
MelbourneAirport,63,1032.9,No
MelbourneAirport,53,1033.5,No
MelbourneAirport,35,1030.5,No
MelbourneAirport,30,1026.6,No
MelbourneAirport,32,1021.2,No
MelbourneAirport,36,1019.8,No
MelbourneAirport,59,1025,No
MelbourneAirport,50,1023.3,No
MelbourneAirport,43,1019.7,No
MelbourneAirport,56,1014.9,No
MelbourneAirport,61,1016.1,No
MelbourneAirport,50,1012,Yes
MelbourneAirport,65,1004.5,No
MelbourneAirport,77,1007.8,Yes
MelbourneAirport,76,1013.6,Yes
MelbourneAirport,72,1017.5,Yes
MelbourneAirport,63,1020.9,No
MelbourneAirport,59,1022.1,No
MelbourneAirport,47,1018.3,No
MelbourneAirport,48,1024.4,No
MelbourneAirport,51,1021.1,No
MelbourneAirport,45,1017.4,Yes
MelbourneAirport,63,1024.4,Yes
MelbourneAirport,84,1019.6,Yes
MelbourneAirport,57,1020.3,No
MelbourneAirport,87,1019.3,No
MelbourneAirport,58,1017.2,No
MelbourneAirport,69,1012.9,No
MelbourneAirport,49,1012.4,No
MelbourneAirport,50,1014.4,No
MelbourneAirport,36,1018.5,No
MelbourneAirport,53,1017.7,No
MelbourneAirport,49,1017.6,No
MelbourneAirport,80,1019.5,Yes
MelbourneAirport,80,1026.8,Yes
MelbourneAirport,67,1026.5,No
MelbourneAirport,56,1023.9,No
MelbourneAirport,40,1021.2,No
MelbourneAirport,57,1019.7,Yes
MelbourneAirport,61,1024.4,No
MelbourneAirport,49,1025,No
MelbourneAirport,45,1020.7,No
MelbourneAirport,45,1016.5,No
MelbourneAirport,25,1010.3,No
MelbourneAirport,74,1014.6,Yes
MelbourneAirport,89,1005.8,Yes
MelbourneAirport,67,1014.7,No
MelbourneAirport,58,1025.2,No
MelbourneAirport,71,1029.6,No
MelbourneAirport,69,1033.6,No
MelbourneAirport,88,1034.3,No
MelbourneAirport,57,1029.8,No
MelbourneAirport,48,1027.1,No
MelbourneAirport,60,1021.3,Yes
